course_code,course_name,department,teacher,credits,enrollment,class_capacity,teaching_class,campus,course_type,schedule_text,has_virtual_schedule,is_weekend_course,time_bucket
MECH2508H,理论力学（荣誉）,致远学院,张晨利,4.0,47,47.0,(2025-2026-1)-MECH2508H-02,闵行,"必修,限选",星期二第9-10节{1-16周};星期四第9-10节{1-16周},False,False,mixed
MECH2508H,理论力学（荣誉）,致远学院,刘铸永,4.0,36,47.0,(2025-2026-1)-MECH2508H-03,闵行,"必修,限选",星期二第9-10节{1-16周};星期四第9-10节{1-16周},False,False,mixed
MIL1201,军事理论,军事教研室,鄂昱村,2.0,83,86.0,(2025-2026-1)-MIL1201-07,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
MIL1201,军事理论,军事教研室,孟祥琦,2.0,116,116.0,(2025-2026-1)-MIL1201-08,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
MIL1201,军事理论,军事教研室,王璐怡,2.0,96,98.0,(2025-2026-1)-MIL1201-09,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
MIL1201,军事理论,军事教研室,康健,2.0,83,89.0,(2025-2026-1)-MIL1201-10,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
MSE1007,土与火的艺术：陶瓷赏析、工艺原理与制作实践,材料科学与工程学院,张鹏,2.0,30,30.0,(2025-2026-1)-MSE1007-01,闵行,通识核心课程,星期二第9-10节{1-16周},False,False,mixed
MU106,钢琴音乐,人文学院,蔡麟,2.0,20,20.0,(2025-2026-1)-MU106-02,闵行,公共选修课,星期二第9-10节{1-16周},False,False,mixed
MU902,中西乐理及其应用,人文学院,王茕,2.0,30,30.0,(2025-2026-1)-MU902-02,闵行,通识核心课程,星期二第9-10节{1-16周},False,False,mixed
MUSI1005,西方音乐文化史,人文学院,杜鹃,2.0,40,40.0,(2025-2026-1)-MUSI1005-04,闵行,通识核心课程,星期二第9-10节{1-16周},False,False,mixed
MUSI1103,歌唱的呼吸与发声,设计学院,王丽华,2.0,30,30.0,(2025-2026-1)-MUSI1103-01,闵行,公共选修课,星期二第9-10节{1-16周},False,False,mixed
NAOE3312,海洋工程环境载荷与水动力性能,船舶海洋与建筑工程学院,李欣,2.0,30,30.0,(2025-2026-1)-NAOE3312-01,闵行,"交叉课程,限选",星期二第9-10节{1-16周},False,False,mixed
PE001C02,网球,体育系,吴富勇,1.0,32,34.0,(2025-2026-1)-PE001C02-08,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE001C13,女子街舞,体育系,刘春颖,1.0,5,34.0,(2025-2026-1)-PE001C13-02,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE001C20,游泳基础,体育系,丁玲娣,1.0,29,20.0,(2025-2026-1)-PE001C20-06,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE001C26,激光射击,体育系,杨莉华,1.0,5,20.0,(2025-2026-1)-PE001C26-02,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C01,篮球,体育系,肖博,1.0,32,32.0,(2025-2026-1)-PE003C01-13,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C02,网球,体育系,黄涛,1.0,32,32.0,(2025-2026-1)-PE003C02-06,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C02,网球,体育系,王雅卓,1.0,32,32.0,(2025-2026-1)-PE003C02-07,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C07,擒拿格斗,体育系,赵景磊,1.0,32,32.0,(2025-2026-1)-PE003C07-03,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C10,乒乓球,体育系,季泰,1.0,32,32.0,(2025-2026-1)-PE003C10-05,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C11,排球,体育系,刘畅,1.0,32,32.0,(2025-2026-1)-PE003C11-05,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C15,保健班,体育系,顾剑平,1.0,4,1.0,(2025-2026-1)-PE003C15-03,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE003C16,瑜伽,体育系,姚武,1.0,32,32.0,(2025-2026-1)-PE003C16-02,闵行,必修,星期二第9-10节{1-16周},False,False,mixed
PE8702,低碳能源与气候变化（研）,研究生院,曾美容,2.0,0,5.0,PE8702-450-M01,闵行,nan,星期二第9-10节{1-16周},False,False,mixed
PHIL1005,佛教与中国传统文化,人文学院,孟令兵,2.0,20,30.0,(2025-2026-1)-PHIL1005-01,闵行,通识核心课程,星期二第9-10节{1-16周},False,False,mixed
PHIL1017,游戏哲学,人文学院,黄远帆,2.0,30,30.0,(2025-2026-1)-PHIL1017-01,闵行,通识核心课程,星期二第9-10节{1-16周},False,False,mixed
PHY1210,医用物理学（A类）,物理与天文学院,李亮,4.0,124,124.0,(2025-2026-1)-PHY1210-01,闵行,必修,星期二第9-10节{1-16周};星期四第7-8节{1-16周},False,False,afternoon
PHY2509,概率与统计,物理与天文学院,杨勇,3.0,83,126.0,(2025-2026-1)-PHY2509-01,闵行,必修,星期二第9-10节{1-16周};星期四第9-10节{1-15周(单)},False,False,mixed
PHY2611,量子力学Ⅰ,物理与天文学院,周宁,5.0,57,131.0,(2025-2026-1)-PHY2611-01,闵行,必修,星期二第9-10节{1-16周};星期四第1-2节{1-16周};星期五第1-2节{2-16周(双)},False,False,morning
PHY3702,量子力学II,致远学院,蒋庆东,4.0,49,57.0,(2025-2026-1)-PHY3702-01,闵行,必修,星期二第9-10节{1-16周};星期四第9-10节{1-16周},False,False,mixed
PHY6007H,高等量子力学(研）,研究生院,Antonio Miguel Garcia-Garcia,4.0,1,15.0,PHY6007H-072-M01,闵行,nan,星期二第9-10节{1-16周};星期四第9-10节{1-16周},False,False,mixed
SE3331,计算机系统工程,计算机学院,魏星达,4.0,94,105.0,(2025-2026-1)-SE3331-01,闵行,必修,星期二第9-10节{1-16周};星期五第9-10节{1-16周},False,False,mixed
BME6003H,神经影像学(研）,研究生院,李瑶,2.0,0,5.0,BME6003H-08200-X01,徐汇,nan,星期二第9-10节{2-17周},False,False,mixed
LAW6213,立法学(研）,研究生院,林彦,2.0,0,10.0,LAW6213-19000-X01,徐汇,nan,星期二第9-10节{2-17周},False,False,mixed
AE6108,凸优化与航空航天应用(研）,研究生院,洪海超,2.0,0,5.0,AE6108-41300-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
AE6701,高等传热学(研）,研究生院,卢少鹏,2.0,0,5.0,AE6701-41300-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
BIO6303,微生物生理学（研）,研究生院,何亚文;周莲,2.0,0,5.0,BIO6303-08000-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
CE8111,土力学专题(研）,研究生院,高歌,2.0,0,6.0,CE8111-010-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
CHEM6205,物理有机化学（研）,研究生院,叶俊涛,2.0,0,5.0,CHEM6205-11000-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
CHN6711,世界文学与中国现代文学（研）,研究生院,王宁,2.0,0,2.0,CHN6711-09000-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
EE7008,电力电子系统建模与控制（研）,研究生院,马柯,2.0,1,10.0,EE7008-03100-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
ENVR7005,大气污染控制理论与技术(研）,研究生院,程真;徐浩淼;晏乃强;马磊,2.0,0,10.0,ENVR7005-160-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
MECH6001,现代力学测量技术(研）,研究生院,余征跃;杨凤鹏;李杰;陈巨兵,4.0,0,6.0,MECH6001-010-M01,闵行,nan,星期二第9-10节{2-17周};星期四第1-2节{2-17周},False,False,morning
MSE8335,扫描电子显微技术及应用(研）,研究生院,何琳,2.0,0,2.0,MSE8335-404-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
MSE8606,先进生物功能材料(研）,研究生院,郭芳威;窦红静,2.0,0,3.0,MSE8606-050-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
MSE9314,多主元新型金属材料-块体金属玻璃与高熵合金(研）,研究生院,李金富,2.0,0,3.0,MSE9314-050-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
NAOE8124,海上风机设计与分析(研）,研究生院,高震;程正顺,2.0,0,6.0,NAOE8124-010-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
PHAR6115,手性药物合成(研）,研究生院,吴华,2.0,0,10.0,PHAR6115-17000-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
PHIL6319,哲学、技术与社会(研）,研究生院,Nicola Liberati,2.0,0,1.0,PHIL6319-09000-M01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
PUM8016,城市安全管理(研）,研究生院,易承志,2.0,0,5.0,PUM8016-13000-X01,闵行,nan,星期二第9-10节{2-17周},False,False,mixed
FT2481,纪录片编导,媒体与传播学院,崔辰,2.0,9,11.0,(2025-2026-1)-FT2481-01,闵行,必修,星期二第7-10节{1-8周},False,False,afternoon
FT3158,影视创意策划,媒体与传播学院,崔辰,2.0,9,11.0,(2025-2026-1)-FT3158-01,闵行,必修,星期二第7-10节{9-16周},False,False,afternoon
MSE4426,塑性成形及数字化制造课程设计,材料科学与工程学院,申昱,1.0,10,15.0,(2025-2026-1)-MSE4426-01,闵行,限选,星期二第7-10节{9-16周},False,False,afternoon
MSE4427,智能与生物医用材料课程设计,材料科学与工程学院,李伟,1.0,15,15.0,(2025-2026-1)-MSE4427-01,闵行,限选,星期二第7-10节{9-16周},False,False,afternoon
MSE4428,材料连接工程学课程设计,材料科学与工程学院,芦凤桂,1.0,13,15.0,(2025-2026-1)-MSE4428-01,闵行,限选,星期二第7-10节{9-16周},False,False,afternoon
MSE4430,金属材料科学课程设计,材料科学与工程学院,孙锋,1.0,15,15.0,(2025-2026-1)-MSE4430-01,闵行,限选,星期二第7-10节{9-16周},False,False,afternoon
MSE4431,复合材料课程设计,材料科学与工程学院,朱申敏,1.0,15,15.0,(2025-2026-1)-MSE4431-01,闵行,限选,星期二第7-10节{9-16周},False,False,afternoon
CHEM3307,物理化学实验,化学化工学院,仇毅翔,2.0,35,43.0,(2025-2026-1)-CHEM3307-02,闵行,必修,星期二第7-10节{1-16周},False,False,afternoon
LA4303,风景园林工程,设计学院,朱黎青,4.0,16,16.0,(2025-2026-1)-LA4303-01,闵行,必修,星期二第7-10节{1-16周},False,False,afternoon
PHY1402,物理实验导论,致远学院,叶曦,2.0,33,27.0,(2025-2026-1)-PHY1402-01,闵行,必修,星期二第7-10节{1-16周},False,False,afternoon
SI1210,工程实践,学生创新中心,冷春涛,3.0,281,281.0,(2025-2026-1)-SI1210-02,闵行,必修,星期二第5-10节{1周};星期二第5-10节{2-16周},False,False,afternoon
CHEM2302,有机化学实验,致远学院,章烨,4.0,18,26.0,(2025-2026-1)-CHEM2302-03,闵行,必修,星期二第5-10节{2-12周},False,False,afternoon
KE1101,体育（5）,体育系,吴富勇,1.0,0,30.0,(2025-2026-1)-KE1101-02,闵行,公共选修课,星期二第9-10节{1-8周},False,False,mixed
ARCH1001,建筑赏析,设计学院,刘士兴,2.0,100,100.0,(2025-2026-1)-ARCH1001-01,闵行,通识核心课程,星期二第11-12节{1-16周},False,False,evening
LAW6419,企业，公司治理和股东救济(研）,研究生院,沈伟;张陈果,2.0,0,5.0,LAW6419-19000-X01,徐汇,nan,星期二第11-12节{1-8周};星期三第11-12节{1-8周},False,False,evening
AU3303,数字信号处理（A类）,自动化与感知学院,薛拾贝,3.0,34,35.0,(2025-2026-1)-AU3303-02,闵行,必修,星期二第11-12节{1-8周};星期五第7-8节{1-16周},False,False,evening
AU3307,机器人学,自动化与感知学院,刘哲,2.0,35,35.0,(2025-2026-1)-AU3307-03,闵行,必修,星期二第11-12节{1-8周};星期四第11-12节{1-8周},False,False,evening
FOST3301,食品化学,农业与生物学院,敬璞,2.0,15,19.0,(2025-2026-1)-FOST3301-01,闵行,必修,星期二第11-12节{1-8周};星期五第3-4节{1-8周},False,False,evening
PSY1202C01,真诚信任的人际交往与恋爱关系探索之旅,学指委（学生处、团委、人武部）合署,王力娟,2.0,62,34.0,(2025-2026-1)-PSY1202C01-03,闵行,必修,星期二第11-12节{1-8周},False,False,evening
PSY1202C06,对话压力与情绪：从情绪解码到韧性建构成长课,学指委（学生处、团委、人武部）合署,徐圆融,2.0,39,34.0,(2025-2026-1)-PSY1202C06-01,闵行,必修,星期二第11-12节{1-8周},False,False,evening
PSY1202C07,学习心理与自我成长,学指委（学生处、团委、人武部）合署,张兴旭,2.0,21,12.0,(2025-2026-1)-PSY1202C07-01,闵行,必修,星期二第11-12节{1-8周},False,False,evening
PSY1202C11,自我探索与创造之旅,学指委（学生处、团委、人武部）合署,皇甫桦彦,2.0,17,34.0,(2025-2026-1)-PSY1202C11-01,闵行,必修,星期二第11-12节{1-8周},False,False,evening
PSY1202C16,善用精力管理，助力大学生活,学指委（学生处、团委、人武部）合署,汪国琴,2.0,35,34.0,(2025-2026-1)-PSY1202C16-01,闵行,必修,星期二第11-12节{1-8周},False,False,evening
PSY3670J,积极音乐治疗,密西根学院,En-Ling Chiao,2.0,0,20.0,(2025-2026-1)-PSY3670J-01,闵行,限选,星期二第11-12节{1-9周};星期四第11-12节{1-9周},False,False,evening
LA3312,遥感与地理信息系统技术与应用,设计学院,李俊祥,2.0,14,16.0,(2025-2026-1)-LA3312-01,闵行,必修,星期二第11-12节{11周};星期二第11-13节{1-10周},False,False,evening
PUM3322,公共部门人力资源管理,国际与公共事务学院,吕晓俊,3.0,5,5.0,(2025-2026-1)-PUM3322-02,闵行,必修,星期二第11-12节{1-12周};星期五第11-12节{1-12周},False,False,evening
BIO0112,生物信息学概论,生命科学技术学院,赵一雷,1.0,53,30.0,(2025-2026-1)-BIO0112-01,闵行,新生研讨课,"星期二第11-12节{5-7周,10-14周}",False,False,evening
ECE2300J,电磁学（J类）（1）,密西根学院,Yuena Liu,4.0,0,20.0,(2025-2026-1)-ECE2300J-01,闵行,必修,星期二第11-12节{1-14周};星期四第11-13节{1-14周},False,False,evening
MATH2160J,微分方程,密西根学院,álvaro Mateos González,4.0,0,40.0,(2025-2026-1)-MATH2160J-01,闵行,限选,星期二第11-12节{1-14周};星期四第11-12节{1-14周};星期五第11-12节{1-13周(单)},False,False,evening
MATH2860J,线性代数和微分方程B,密西根学院,Horst Hohberger,4.0,0,20.0,(2025-2026-1)-MATH2860J-01,闵行,限选,星期二第11-12节{1-14周};星期四第11-12节{1-14周};星期五第11-12节{1-13周(单)},False,False,evening
ECOL0102,农业有害生物防控的基因设计,农业与生物学院,徐正银,2.0,0,20.0,(2025-2026-1)-ECOL0102-01,闵行,新生研讨课,"星期二第11-12节{5-13周(单),14-15周}",False,False,evening
PHY1200,大学物理导论,物理与天文学院,李铜忠,2.0,0,50.0,(2025-2026-1)-PHY1200-01,闵行,必修,星期二第11-12节{9-16周};星期四第11-12节{9-16周},False,False,evening
PSY1202C01,真诚信任的人际交往与恋爱关系探索之旅,学指委（学生处、团委、人武部）合署,王力娟,2.0,41,34.0,(2025-2026-1)-PSY1202C01-04,闵行,必修,星期二第11-12节{9-16周},False,False,evening
PSY1202C06,对话压力与情绪：从情绪解码到韧性建构成长课,学指委（学生处、团委、人武部）合署,徐圆融,2.0,10,34.0,(2025-2026-1)-PSY1202C06-02,闵行,必修,星期二第11-12节{9-16周},False,False,evening
PSY1202C11,自我探索与创造之旅,学指委（学生处、团委、人武部）合署,皇甫桦彦,2.0,1,34.0,(2025-2026-1)-PSY1202C11-02,闵行,必修,星期二第11-12节{9-16周},False,False,evening
PSY1202C16,善用精力管理，助力大学生活,学指委（学生处、团委、人武部）合署,汪国琴,2.0,12,34.0,(2025-2026-1)-PSY1202C16-02,闵行,必修,星期二第11-12节{9-16周},False,False,evening
HIS1116,陶瓷里的古代中国,档案文博管理中心,李仲谋,2.0,50,50.0,(2025-2026-1)-HIS1116-01,闵行,公共选修课,星期二第11-12节{1-16周},False,False,evening
FL1601,法语 1,外国语学院,来哲,4.0,18,18.0,(2025-2026-1)-FL1601-01,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
FL1126,语言数据科学,外国语学院,陈居强,2.0,20,20.0,(2025-2026-1)-FL1126-01,闵行,公共选修课,星期二第11-12节{1-16周},False,False,evening
FT1102,影视精品赏析,媒体与传播学院,廖海波,2.0,30,30.0,(2025-2026-1)-FT1102-01,闵行,公共选修课,星期二第11-12节{1-16周},False,False,evening
FL1127,日语（1）,外国语学院,陈露,4.0,40,40.0,(2025-2026-1)-FL1127-01,闵行,公共选修课,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
MST1301,集成电路与电子信息创新前沿导论,集成电路学院（信息与电子工程学院）,蔡星汉,2.0,52,52.0,(2025-2026-1)-MST1301-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
PHY1252,大学物理(A类）（2）,物理与天文学院,刘圣广,4.0,29,50.0,(2025-2026-1)-PHY1252-19,闵行,必修,星期二第11-12节{1-16周};星期三第7-8节{1-16周},False,False,evening
MUSI3506,音乐分析与配器法,人文学院,迪力夏提·达吾提,2.0,10,50.0,(2025-2026-1)-MUSI3506-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
PHIL2503,知识论,人文学院,赖长生,2.0,14,30.0,(2025-2026-1)-PHIL2503-01,闵行,限选,星期二第11-12节{1-16周},False,False,evening
MSE5619,先进集成电路制造与材料,材料科学与工程学院,吴蕴雯,2.0,11,30.0,(2025-2026-1)-MSE5619-01,闵行,交叉课程,星期二第11-12节{1-16周},False,False,evening
MARX1207,当代中国,国际合作与交流处,沈辛成,2.0,28,,(2025-2026-1)-MARX1207-01,闵行,nan,星期二第11-12节{1-16周},False,False,evening
MU904,中国音乐文化史,人文学院,闫旭,2.0,40,40.0,(2025-2026-1)-MU904-05,闵行,通识核心课程,星期二第11-12节{1-16周},False,False,evening
AI3605,人工智能前沿讲座,电子信息与电气工程学院,俞凯,2.0,97,99.0,(2025-2026-1)-AI3605-01,闵行,限选,星期二第11-12节{1-16周},False,False,evening
BUSS2302,商务统计学,安泰经济与管理学院,吴瑞佳,2.0,35,30.0,(2025-2026-1)-BUSS2302-02,闵行,必修,星期二第11-12节{1-16周},False,False,evening
FL3582,高级德语（2）,外国语学院,仇宽永,4.0,5,60.0,(2025-2026-1)-FL3582-01,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
EDU4810,教育与教学的工具和方法 ,教育学院,唐鑫,2.0,4,30.0,(2025-2026-1)-EDU4810-01,闵行,限选,星期二第11-12节{1-16周},False,False,evening
HIS1031,文化视野下的美国历史,外国语学院,魏啸飞,2.0,25,25.0,(2025-2026-1)-HIS1031-01,闵行,通识核心课程,星期二第11-12节{1-16周},False,False,evening
ECOL3304,土壤化学,农业与生物学院,惠楠,2.0,13,13.0,(2025-2026-1)-ECOL3304-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
EST2503,电子技术实验,电子信息与电气工程学院,张士文,2.0,26,26.0,(2025-2026-1)-EST2503-29,闵行,必修,星期二第11-12节{1-16周},False,False,evening
EST2503,电子技术实验,电子信息与电气工程学院,邵群,2.0,26,26.0,(2025-2026-1)-EST2503-28,闵行,必修,星期二第11-12节{1-16周},False,False,evening
EST2503,电子技术实验,电子信息与电气工程学院,叶舒,2.0,26,26.0,(2025-2026-1)-EST2503-30,闵行,必修,星期二第11-12节{1-16周},False,False,evening
PHIL1026,《1844年经济学哲学手稿》导读,马克思主义学院,卜祥记,2.0,80,80.0,(2025-2026-1)-PHIL1026-01,闵行,通识核心课程,星期二第11-12节{1-16周},False,False,evening
FL2304,英语读写（4）,外国语学院,李金彩,4.0,3,60.0,(2025-2026-1)-FL2304-01,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
FL2502,德语视听说（2）,外国语学院,王韶阳,2.0,8,60.0,(2025-2026-1)-FL2502-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
FL3319,口译（2）,外国语学院,吕倩兮,2.0,6,60.0,(2025-2026-1)-FL3319-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
JC3129,互联网与新媒体发展案例研究,媒体与传播学院,魏武挥,2.0,14,40.0,(2025-2026-1)-JC3129-01,闵行,必修,星期二第11-12节{1-16周},False,False,evening
LAW1305,刑法总论,凯原法学院,蓝学友,4.0,22,50.0,(2025-2026-1)-LAW1305-01,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
MATH2609,复分析,数学科学学院,谢春景,4.0,130,130.0,(2025-2026-1)-MATH2609-02,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
MIL1201,军事理论,军事教研室,鄂昱村,2.0,108,112.0,(2025-2026-1)-MIL1201-11,闵行,必修,星期二第11-12节{1-16周},False,False,evening
MUSI1001,交响音乐鉴赏,致远学院,杜鹃,2.0,32,30.0,(2025-2026-1)-MUSI1001-01,闵行,通识核心课程,星期二第11-12节{1-16周},False,False,evening
PHAR3201,药理学,药学院,经莉莉,3.0,28,28.0,(2025-2026-1)-PHAR3201-02,闵行,"必修,限选",星期二第11-12节{1-16周};星期四第11-12节{1-15周(单)},False,False,evening
PHY1210,医用物理学（A类）,物理与天文学院,戴海浪,4.0,143,143.0,(2025-2026-1)-PHY1210-03,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
PHY1210,医用物理学（A类）,物理与天文学院,郭军,4.0,138,138.0,(2025-2026-1)-PHY1210-04,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
PHY1210,医用物理学（A类）,物理与天文学院,韩柯,4.0,134,134.0,(2025-2026-1)-PHY1210-05,闵行,必修,星期二第11-12节{1-16周};星期四第11-12节{1-16周},False,False,evening
SO002,中国人文地理,人文学院, 袁为鹏,2.0,11,30.0,(2025-2026-1)-SO002-01,闵行,公共选修课,星期二第11-12节{1-16周},False,False,evening
BIO6202H,结构生物学(研）,研究生院,郑舰艇;闫武鹏,2.0,0,5.0,BIO6202H-08000-M02,闵行,nan,星期二第11-12节{2-17周},False,False,evening
CE8105,高等岩石力学(研）,研究生院,张振南,2.0,0,6.0,CE8105-010-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
EE9018,电动汽车驱动技术(研）,研究生院,华浩,2.0,0,10.0,EE9018-03100-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
ENVR6101,土壤－地下水污染修复(研）,研究生院,仇浩,2.0,0,10.0,ENVR6101-160-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
JC8003,智能传播研究(研）,研究生院,黄艺彤,2.0,0,10.0,JC8003-200-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
MECH6105,分析动力学(研）,研究生院,陈龙祥,2.0,0,6.0,MECH6105-010-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
MECH9302,空化与空泡流(研）,研究生院,陈瑛,2.0,0,6.0,MECH9302-010-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
MSE9305,结晶原理(研）,研究生院,王渠东,2.0,0,3.0,MSE9305-050-M01,闵行,nan,星期二第11-12节{2-17周},False,False,evening
DES2604,信息设计,设计学院,萧冰,4.0,29,45.0,(2025-2026-1)-DES2604-01,闵行,限选,"星期二第6-9,11-12节{1-8周};星期五第6-9节{1-4周}",False,False,afternoon
DES1607,开源与建模,设计学院,刘钊,3.0,32,38.0,(2025-2026-1)-DES1607-01,闵行,必修,"星期二第6-9,11-12节{1-8周}",False,False,afternoon
BUSS2302,商务统计学,安泰经济与管理学院,宋婷婷,2.0,35,30.0,(2025-2026-1)-BUSS2302-04,闵行,必修,星期二第12-13节{1-16周},False,False,evening
PHY6007,高等量子力学(研）,研究生院,许霄琰,4.0,4,15.0,PHY6007-072-M01,闵行,nan,星期二第12-13节{1-16周};星期四第12-13节{1-16周},False,False,evening
PHAR7108,现代药物分析技术（研）,研究生院,魏娟;蒋恒;王欣,2.0,0,10.0,PHAR7108-17000-M01,闵行,nan,星期二第12-13节{2-17周},False,False,evening
MSE0108,新能源材料概论,材料科学与工程学院,王言博,2.0,73,30.0,(2025-2026-1)-MSE0108-01,闵行,新生研讨课,星期二第11-13节{5-15周},False,False,evening
FL1014,世界文学经典的叙事模式与当代价值,外国语学院,刘建军,2.0,213,200.0,(2025-2026-1)-FL1014-01,闵行,通识核心课程,星期二第11-13节{5-15周},False,False,evening
LAW1008,法社会学,凯原法学院,邱遥堃,2.0,85,90.0,(2025-2026-1)-LAW1008-01,闵行,通识核心课程,星期二第11-13节{5-15周},False,False,evening
ECON6104,投资学（研）,研究生院,凃俊,3.0,0,3.0,ECON6104-12000-金融硕士2班,闵行,nan,"星期二第11-13节{1-3周,5-9周};星期四第7-9节{1-8周}",False,False,evening
SOC1026,创新致胜战略及管理,安泰经济与管理学院,陈宏权,2.0,40,40.0,(2025-2026-1)-SOC1026-03,闵行,通识核心课程,星期二第11-13节{6-16周},False,False,evening
BUSS3505,广告与新媒体,安泰经济与管理学院,陈洁,2.0,40,40.0,(2025-2026-1)-BUSS3505-01,徐汇,限选,星期二第11-13节{1-11周},False,False,evening
ECON1004,金融心智：金融素养的提升,上海高级金融学院,阎志鹏,2.0,100,100.0,(2025-2026-1)-ECON1004-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
AI1006,人工智能与人文社科,安泰经济与管理学院,刘慧康,2.0,50,50.0,(2025-2026-1)-AI1006-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
ED2301,建筑设计原理,设计学院,范文兵,2.0,17,24.0,(2025-2026-1)-ED2301-01,闵行,必修,星期二第11-13节{1-11周},False,False,evening
GA903,西方风景园林艺术史,设计学院,于冰沁,2.0,45,45.0,(2025-2026-1)-GA903-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
PS912,心理与行为,安泰经济与管理学院,张静抒,2.0,40,40.0,(2025-2026-1)-PS912-03,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
CH944,且共从容：唐宋词讲读,人文学院,姚旭峰,2.0,30,30.0,(2025-2026-1)-CH944-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
EV904,全球变化下的自然和生态,农业与生物学院,殷杉,2.0,36,36.0,(2025-2026-1)-EV904-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
AE1105,飞行器智能设计与制造,学生创新中心,吴俊琦,2.0,14,18.0,(2025-2026-1)-AE1105-01,闵行,公共选修课,星期二第11-13节{1-11周},False,False,evening
AM062,消费者行为学（A）,安泰经济与管理学院,井淼,2.0,22,50.0,(2025-2026-1)-AM062-01,闵行,公共选修课,星期二第11-13节{1-11周},False,False,evening
AM904,工程可持续发展,船舶海洋与建筑工程学院,韩兆龙,2.0,25,25.0,(2025-2026-1)-AM904-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
MUSI3505,钢琴演奏基础,人文学院,蔡麟,2.0,2,50.0,(2025-2026-1)-MUSI3505-01,闵行,限选,星期二第11-13节{1-11周},False,False,evening
PAC3911,行书、草书、篆刻,人文学院,王琦,2.0,2,25.0,(2025-2026-1)-PAC3911-01,闵行,必修,星期二第11-13节{1-11周},False,False,evening
BI916,气味科学中的健康密码,设计学院,吴亚妮,2.0,80,80.0,(2025-2026-1)-BI916-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
BIO1010,遗传学与社会,农业与生物学院,付力文,2.0,40,40.0,(2025-2026-1)-BIO1010-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
CH902,唐诗宋词人文解读,媒体与传播学院,李康化,2.0,0,30.0,(2025-2026-1)-CH902-01,闵行,通识核心课程,星期二第11-13节{1-11周},False,False,evening
